codigo,descripcion,Autorizado presupuesto,recaudación mes,acumulado,en menos,en más,anio,mes
2.03.00.01.00.00.000,BIENES MUEBLES,"3550.000,00","147.150,00","359.400,00","3190.600,00","0,00",2017,2
2.03.00.01.00.04.000,"VTA.CHAPAS PATENTES,SUPLEM., CARNETS, ETC.","3000.000,00","147.150,00","359.400,00","2640.600,00","0,00",2017,2
2.03.00.01.00.05.000,VENTAS DE MAQUINARIAS EQUIPOS Y SIMILARES,"500.000,00","0,00","0,00","500.000,00","0,00",2017,2
2.03.00.01.00.06.000,OTRAS VENTAS,"50.000,00","0,00","0,00","50.000,00","0,00",2017,2
2.03.00.02.00.00.000,BIENES INMUEBLES,"150.000,00","0,00","0,00","150.000,00","0,00",2017,2
2.03.00.02.00.04.000,Venta de Terrenos Municipales,"150.000,00","0,00","0,00","150.000,00","0,00",2017,2
2.04.00.00.00.00.000,OTROS INGRESOS DE CAPITAL,"500.000,00","0,00","0,00","500.000,00","0,00",2017,2
2.04.00.02.00.00.000,EXCEDENTES LIQUIDOS EJERCICIOS ANTERIORES,"500.000,00","0,00","0,00","500.000,00","0,00",2017,2
2.04.00.02.00.01.000,SALDO EJERCICIO ANTERIOR (CAJA MAS BANCO,"500.000,00","0,00","0,00","500.000,00","0,00",2017,2
3.00.00.00.00.00.000,NO CLASIFICADOS,"9480.000,00","3.295,00","8.240,00","9471.760,00","0,00",2017,2
3.01.00.00.00.00.000,CUENTAS DE ORDEN,"9480.000,00","3.295,00","8.240,00","9471.760,00","0,00",2017,2
3.01.00.01.00.00.000,POR TRABAOS PUBLICOS,"100.000,00","0,00","0,00","100.000,00","0,00",2017,2
3.01.00.01.00.01.000,FONDO POR REPARO,"50.000,00","0,00","0,00","50.000,00","0,00",2017,2
3.01.00.01.00.02.000,GARANTIA DE LICITACIONES,"50.000,00","0,00","0,00","50.000,00","0,00",2017,2
3.01.00.02.00.00.000,OTRAS CAUSAS,"9380.000,00","3.295,00","8.240,00","9371.760,00","0,00",2017,2
3.01.00.02.00.01.000,RETENCION  18%  APORTE PERSONAL,"6000.000,00","0,00","0,00","6000.000,00","0,00",2017,2
3.01.00.02.00.02.000,RETENCION DE apross,"1500.000,00","0,00","0,00","1500.000,00","0,00",2017,2
3.01.00.02.00.03.000,RETENCION SEGURO DE VIDA,"100.000,00","0,00","0,00","100.000,00","0,00",2017,2
3.01.00.02.00.04.000,APORTE SINDICALES,"800.000,00","0,00","0,00","800.000,00","0,00",2017,2
3.01.00.02.00.05.000,RETENCIONES TELEFONIA CELULAR,"500.000,00","0,00","0,00","500.000,00","0,00",2017,2
3.01.00.02.00.06.000,RETENCION PRESTAMOS PERSONALES,"200.000,00","0,00","0,00","200.000,00","0,00",2017,2
3.01.00.02.00.07.000,RETENCION SEGUROS PARTICULARES PERSONAL,"120.000,00","0,00","0,00","120.000,00","0,00",2017,2
3.01.00.02.00.08.000,RETENCION GASTOS JUDICIALES,"60.000,00","3.295,00","8.240,00","51.760,00","0,00",2017,2
3.01.00.02.00.09.000,RETENCIONES VARIAS,"100.000,00","0,00","0,00","100.000,00","0,00",2017,2
codigo,descripcion,Autorizado presupuesto,recaudación mes,acumulado,en menos,en más,anio,mes
1.00.00.00.00.00.000,INGRESOS CORRIENTES,"138744.000,00","10032.183,59","30957.479,89","107786.520,11","0,00",2017,3
1.01.00.00.00.00.000,INGRESOS DE JURISDICCION MUNICIPAL,"75090.000,00","6373.031,01","16320.176,75","58769.823,25","0,00",2017,3
1.01.00.01.00.00.000,INGRESOS TRIBUTARIOS,"62440.000,00","6166.154,92","15356.627,73","47083.372,27","0,00",2017,3
1.01.00.01.00.01.000,CONTRIBUCION INMUEBLE,"30000.000,00","2658.061,04","5869.981,54","24130.018,46","0,00",2017,3
1.01.00.01.00.02.000,CONT.QUE INC.S/COM. E IND.,"2000.000,00","114.859,33","468.470,96","1531.529,04","0,00",2017,3
1.01.00.01.00.03.000,CONT.QUE INC.S/ESPECT. Y DIV.PBCAS.,"10.000,00","0,00","0,00","10.000,00","0,00",2017,3
1.01.00.01.00.08.000,CONT.QUE INC.S/LOS CEMENT.(EXC.C.DE N. Y),"10.000,00","0,00","0,00","10.000,00","0,00",2017,3
1.01.00.01.00.11.000,CONT.P/SERV.RELAT.A LA CONSTR.DE OBRAS PRIV.,"2200.000,00","173.162,00","368.872,00","1831.128,00","0,00",2017,3
1.01.00.01.00.11.001,derechos variables O p,"2000.000,00","158.482,00","329.412,00","1670.588,00","0,00",2017,3
1.01.00.01.00.11.002,DER OF FIJOS O PRIV,"200.000,00","14.680,00","39.460,00","160.540,00","0,00",2017,3
1.01.00.01.00.12.000,CONT.P/INSPECCION ELECTR. Y MECANICA,"4000.000,00","848.865,58","1464.966,28","2535.033,72","0,00",2017,3
1.01.00.01.00.14.000,DERECHOS DE OFICINA,"700.000,00","89.755,77","145.993,14","554.006,86","0,00",2017,3
1.01.00.01.00.14.001,RECUPERO DE GASTOS POR NOTIFICACIONES,"200.000,00","19.990,00","47.637,37","152.362,63","0,00",2017,3
1.01.00.01.00.14.002,OTROS DERECHOS DE OFICINA,"500.000,00","69.765,77","98.355,77","401.644,23","0,00",2017,3
1.01.00.01.00.14.003,Interes plan pago tarjeta credito,"0,00","0,00","0,00","0,00","0,00",2017,3
1.01.00.01.00.15.000,TASA P/SERVICIO DE REGISTRO CIVIL,"900.000,00","68.200,00","174.790,00","725.210,00","0,00",2017,3
1.01.00.01.00.16.000,OTROS TRIBUTOS,"50.000,00","2.863,44","8.019,03","41.980,97","0,00",2017,3
1.01.00.01.00.18.000,TRIBUTOS CORRESP. A EJERC. ANTERIORES,"15420.000,00","1286.247,44","3843.167,97","11576.832,03","0,00",2017,3
1.01.00.01.00.18.001,comercio e industria,"400.000,00","83.550,99","255.733,59","144.266,41","0,00",2017,3
1.01.00.01.00.18.002,tasa a la propiedad ejer. anteriores,"10000.000,00","794.463,69","2133.883,54","7866.116,46","0,00",2017,3
1.01.00.01.00.18.003,Cont s/automotores ejerc nterior,"5000.000,00","408.232,76","1453.550,84","3546.449,16","0,00",2017,3
1.01.00.01.00.18.004,DEUDAS VARIAS ANTERIORES,"20.000,00","0,00","0,00","20.000,00","0,00",2017,3
1.01.00.01.00.19.000,CONTR.MUNICIP.S/AUTOMOTORES Y SIMILARES,"7000.000,00","826.640,32","2914.866,81","4085.133,19","0,00",2017,3
1.01.00.01.00.20.000,TASA DE INSP. SOBRE ESTRUCTURAS PORTANTES,"150.000,00","97.500,00","97.500,00","52.500,00","0,00",2017,3
1.01.00.02.00.00.000,OTROS INGRESOS DE JURIDICCION MUNICIPAL,"12650.000,00","206.876,09","963.549,02","11686.450,98","0,00",2017,3
1.01.00.02.00.02.000,RENTAS QUE PRODUCE EL PATRIMONIO,"1230.000,00","135.880,09","306.571,45","923.428,55","0,00",2017,3
1.01.00.02.00.02.001,ALQUILER DE MAQUINARIAS,"10.000,00","0,00","0,00","10.000,00","0,00",2017,3
1.01.00.02.00.02.002,DIFERENCIA DE CAMBIO MONEDA EXTRANJERA,"10.000,00","0,00","0,00","10.000,00","0,00",2017,3
1.01.00.02.00.02.003,RECOLECCION DE PODA Y ESCOMBROS,"50.000,00","0,00","0,00","50.000,00","0,00",2017,3
1.01.00.02.00.02.004,RECOLECION DE RESIDUOS BARRIO 4 HOJAS,"1000.000,00","75.600,00","221.200,00","778.800,00","0,00",2017,3
1.01.00.02.00.02.005,PROVISION DE AGUA,"10.000,00","0,00","0,00","10.000,00","0,00",2017,3
1.01.00.02.00.02.006,OTROS INGRESOS,"100.000,00","60.280,09","85.371,45","14.628,55","0,00",2017,3
1.01.00.02.00.02.010,Registro Anulacion ordenes de pago,"50.000,00","0,00","0,00","50.000,00","0,00",2017,3
1.01.00.02.00.03.000,INGRESO CENTRO DE SALUD MUNICIPAL,"1400.000,00","40.201,00","383.247,00","1016.753,00","0,00",2017,3
1.01.00.02.00.03.001,BONOS CENTRO DE SALUD,"1000.000,00","0,00","297.080,00","702.920,00","0,00",2017,3
1.01.00.02.00.03.002,Red Sanitaria,"200.000,00","20.761,00","66.727,00","133.273,00","0,00",2017,3
1.01.00.02.00.03.003,B.c.s. el talar,"200.000,00","19.440,00","19.440,00","180.560,00","0,00",2017,3
1.01.00.02.00.04.000,OFICINA ADMINISTRATIVA DE FALTAS,"620.000,00","22.155,00","72.224,25","547.775,75","0,00",2017,3
1.01.00.02.00.04.001,MULTAS SOBRE COMERCIO E INDUSTRIA,"20.000,00","0,00","0,00","20.000,00","0,00",2017,3
1.01.00.02.00.04.002,MULTAS DE OBRAS PRIVADAS,"100.000,00","0,00","0,00","100.000,00","0,00",2017,3
1.01.00.02.00.04.003,MULTAS DE TRANSITO,"100.000,00","0,00","0,00","100.000,00","0,00",2017,3
1.01.00.02.00.04.004,OTRAS MULTAS,"400.000,00","22.155,00","72.224,25","327.775,75","0,00",2017,3
1.01.00.02.00.05.000,CONTRIBUCION POR MEJORAS,"9200.000,00","8.640,00","11.002,00","9188.998,00","0,00",2017,3
1.01.00.02.00.05.001,CORDON CUNETA,"1000.000,00","0,00","0,00","1000.000,00","0,00",2017,3
1.01.00.02.00.05.002,OBRA GAS NATURAL,"7000.000,00","0,00","0,00","7000.000,00","0,00",2017,3
1.01.00.02.00.05.004,OBRA ALUMBRADO PUBLICO,"1200.000,00","8.640,00","11.002,00","1188.998,00","0,00",2017,3
1.01.00.02.00.06.000,"SUBENCIONES, DONACIONES Y LEGADOS","60.000,00","0,00","0,00","60.000,00","0,00",2017,3
1.01.00.02.00.06.001,DONACIONES POR PUBLICIDAD,"20.000,00","0,00","0,00","20.000,00","0,00",2017,3
1.01.00.02.00.06.002,OTRAS DONACIONES Y LEGADOS,"40.000,00","0,00","0,00","40.000,00","0,00",2017,3
1.01.00.02.00.07.000,EVENTUALES E IMPREVISTOS,"100.000,00","0,00","190.504,32","0,00","90.504,32",2017,3
1.01.00.02.00.08.000,INGRESO MUSEO A CIELO ABIERTO,"40.000,00","0,00","0,00","40.000,00","0,00",2017,3
1.02.00.00.00.00.000,DE OTRAS JURIDICCIONES,"63654.000,00","3659.152,58","14637.303,14","49016.696,86","0,00",2017,3
1.02.00.01.00.00.000,PARTICIPACION EN IMPUESTOS PCIALESY NAC.,"51954.000,00","3654.695,58","10324.623,14","41629.376,86","0,00",2017,3
1.02.00.01.00.02.000,COPARTICIP.IMPOSITIVA ANO ACTUAL,"40000.000,00","2885.503,18","6496.451,61","33503.548,39","0,00",2017,3
1.02.00.01.00.03.000,COPARTICIPACION IMPOSITIVA EJERC. ANTER.,"2000.000,00","0,00","1906.000,87","93.999,13","0,00",2017,3
1.02.00.01.00.04.000,INGRESOS FO.FIN.DES PROVINCIAL,"6000.000,00","460.260,50","1158.751,32","4841.248,68","0,00",2017,3
1.02.00.01.00.04.001,CONVENIO SALUD,"6000.000,00","460.260,50","1158.751,32","4841.248,68","0,00",2017,3
1.02.00.01.00.05.000,FONDO DESCENTRALIZACION ANOS ANTERIORES,"250.000,00","0,00","0,00","250.000,00","0,00",2017,3
1.02.00.01.00.06.000,FONDO FEDERAL SOLIDARIO,"2000.000,00","133.260,38","352.875,54","1647.124,46","0,00",2017,3
1.02.00.01.00.07.000,Fondo Mant (FODEEMEP),"250.000,00","0,00","36.658,54","213.341,46","0,00",2017,3
1.02.00.01.00.08.000,Obra Agua Valle del Sol,"0,00","0,00","0,00","0,00","0,00",2017,3
1.02.00.01.00.09.000,Ingresos FASAMU,"1400.000,00","175.671,52","373.885,26","1026.114,74","0,00",2017,3
1.02.00.01.00.10.000,FOMMEP,"54.000,00","0,00","0,00","54.000,00","0,00",2017,3
1.02.00.02.00.00.000,APORTES NO REINTEGRABLES,"7000.000,00","0,00","2655.000,00","4345.000,00","0,00",2017,3
1.02.00.02.00.02.000,SUBVENCIONES Y SUBSIDIOS PCIALES. Y NAC.,"3000.000,00","0,00","655.000,00","2345.000,00","0,00",2017,3
1.02.00.02.00.03.000,tranferencia fondo guarderia municipal,"0,00","0,00","0,00","0,00","0,00",2017,3
1.02.00.02.00.04.000,Catastrofe Climatologica,"4000.000,00","0,00","2000.000,00","2000.000,00","0,00",2017,3
1.02.00.03.00.00.000,OTROS INGRESOS DE OTRAS JURIDICCION,"4700.000,00","4.457,00","1657.680,00","3042.320,00","0,00",2017,3
1.02.00.03.00.05.000,OBRAS CONVENIOOS - GOBIERNO DE PCIA,"1500.000,00","0,00","0,00","1500.000,00","0,00",2017,3
1.02.00.03.00.06.000,OBRAS CONVENIOS- GOBIERNO DE LA NACION,"1500.000,00","0,00","0,00","1500.000,00","0,00",2017,3
1.02.00.03.00.07.000,PLAN VIVIENDA FEDERAL II HOGAR CLASE MEDIA,"0,00","0,00","0,00","0,00","0,00",2017,3
1.02.00.03.00.08.000,INGRESOS PLAN SUMAR,"50.000,00","4.457,00","7.680,00","42.320,00","0,00",2017,3
1.02.00.03.00.09.000,F.D.URBANO C.C. V DEL SOL,"1650.000,00","0,00","1650.000,00","0,00","0,00",2017,3
1.02.00.03.00.10.000,Fondo desarrollo urbano 2017,"0,00","0,00","0,00","0,00","0,00",2017,3
2.00.00.00.00.00.000,INGRESOS DE CAPITAL,"5245.000,00","203.100,00","562.500,00","4682.500,00","0,00",2017,3
2.01.00.00.00.00.000,USO DEL CREDITO,"1045.000,00","0,00","0,00","1045.000,00","0,00",2017,3
2.01.00.01.00.00.000,DE INSTITUCIONES BANCARIAS,"1045.000,00","0,00","0,00","1045.000,00","0,00",2017,3
2.01.00.01.00.01.000,BCO. bancor,"20.000,00","0,00","0,00","20.000,00","0,00",2017,3
2.01.00.01.00.02.000,Bco Macro,"10.000,00","0,00","0,00","10.000,00","0,00",2017,3
2.01.00.01.00.03.000,bco Nacion Argentina,"5.000,00","0,00","0,00","5.000,00","0,00",2017,3
2.01.00.01.00.04.000,bco roelaondo Permanente,"5.000,00","0,00","0,00","5.000,00","0,00",2017,3
2.01.00.01.00.05.000,otros bancos,"5.000,00","0,00","0,00","5.000,00","0,00",2017,3
2.01.00.01.00.06.000,credito fondo permante,"1000.000,00","0,00","0,00","1000.000,00","0,00",2017,3
2.03.00.00.00.00.000,VENTA DE BIENES PATRIMONIALES,"3700.000,00","203.100,00","562.500,00","3137.500,00","0,00",2017,3
2.03.00.01.00.00.000,BIENES MUEBLES,"3550.000,00","203.100,00","562.500,00","2987.500,00","0,00",2017,3
2.03.00.01.00.04.000,"VTA.CHAPAS PATENTES,SUPLEM., CARNETS, ETC.","3000.000,00","203.100,00","562.500,00","2437.500,00","0,00",2017,3
2.03.00.01.00.05.000,VENTAS DE MAQUINARIAS EQUIPOS Y SIMILARES,"500.000,00","0,00","0,00","500.000,00","0,00",2017,3
2.03.00.01.00.06.000,OTRAS VENTAS,"50.000,00","0,00","0,00","50.000,00","0,00",2017,3
2.03.00.02.00.00.000,BIENES INMUEBLES,"150.000,00","0,00","0,00","150.000,00","0,00",2017,3
2.03.00.02.00.04.000,Venta de Terrenos Municipales,"150.000,00","0,00","0,00","150.000,00","0,00",2017,3
2.04.00.00.00.00.000,OTROS INGRESOS DE CAPITAL,"500.000,00","0,00","0,00","500.000,00","0,00",2017,3
2.04.00.02.00.00.000,EXCEDENTES LIQUIDOS EJERCICIOS ANTERIORES,"500.000,00","0,00","0,00","500.000,00","0,00",2017,3
2.04.00.02.00.01.000,SALDO EJERCICIO ANTERIOR (CAJA MAS BANCO,"500.000,00","0,00","0,00","500.000,00","0,00",2017,3
3.00.00.00.00.00.000,NO CLASIFICADOS,"9480.000,00","9.803,00","18.043,00","9461.957,00","0,00",2017,3
3.01.00.00.00.00.000,CUENTAS DE ORDEN,"9480.000,00","9.803,00","18.043,00","9461.957,00","0,00",2017,3
3.01.00.01.00.00.000,POR TRABAOS PUBLICOS,"100.000,00","0,00","0,00","100.000,00","0,00",2017,3
3.01.00.01.00.01.000,FONDO POR REPARO,"50.000,00","0,00","0,00","50.000,00","0,00",2017,3
3.01.00.01.00.02.000,GARANTIA DE LICITACIONES,"50.000,00","0,00","0,00","50.000,00","0,00",2017,3
3.01.00.02.00.00.000,OTRAS CAUSAS,"9380.000,00","9.803,00","18.043,00","9361.957,00","0,00",2017,3
3.01.00.02.00.01.000,RETENCION  18%  APORTE PERSONAL,"6000.000,00","0,00","0,00","6000.000,00","0,00",2017,3
3.01.00.02.00.02.000,RETENCION DE apross,"1500.000,00","0,00","0,00","1500.000,00","0,00",2017,3
3.01.00.02.00.03.000,RETENCION SEGURO DE VIDA,"100.000,00","0,00","0,00","100.000,00","0,00",2017,3
3.01.00.02.00.04.000,APORTE SINDICALES,"800.000,00","0,00","0,00","800.000,00","0,00",2017,3
3.01.00.02.00.05.000,RETENCIONES TELEFONIA CELULAR,"500.000,00","0,00","0,00","500.000,00","0,00",2017,3
3.01.00.02.00.06.000,RETENCION PRESTAMOS PERSONALES,"200.000,00","0,00","0,00","200.000,00","0,00",2017,3
3.01.00.02.00.07.000,RETENCION SEGUROS PARTICULARES PERSONAL,"120.000,00","0,00","0,00","120.000,00","0,00",2017,3
3.01.00.02.00.08.000,RETENCION GASTOS JUDICIALES,"60.000,00","9.803,00","18.043,00","41.957,00","0,00",2017,3
3.01.00.02.00.09.000,RETENCIONES VARIAS,"100.000,00","0,00","0,00","100.000,00","0,00",2017,3
codigo,descripcion,Autorizado presupuesto,recaudación mes,acumulado,en menos,en más,anio,mes
1.00.00.00.00.00.000,INGRESOS CORRIENTES,"138744.000,00","5691.273,11","36648.753,00","102095.247,00","0,00",2017,4
1.01.00.00.00.00.000,INGRESOS DE JURISDICCION MUNICIPAL,"75090.000,00","2133.185,34","18453.362,09","56636.637,91","0,00",2017,4
1.01.00.01.00.00.000,INGRESOS TRIBUTARIOS,"62440.000,00","1974.288,54","17330.916,27","45109.083,73","0,00",2017,4
1.01.00.01.00.01.000,CONTRIBUCION INMUEBLE,"30000.000,00","565.104,90","6435.086,44","23564.913,56","0,00",2017,4
1.01.00.01.00.02.000,CONT.QUE INC.S/COM. E IND.,"2000.000,00","38.144,36","506.615,32","1493.384,68","0,00",2017,4
1.01.00.01.00.03.000,CONT.QUE INC.S/ESPECT. Y DIV.PBCAS.,"10.000,00","0,00","0,00","10.000,00","0,00",2017,4
1.01.00.01.00.08.000,CONT.QUE INC.S/LOS CEMENT.(EXC.C.DE N. Y),"10.000,00","0,00","0,00","10.000,00","0,00",2017,4
1.01.00.01.00.11.000,CONT.P/SERV.RELAT.A LA CONSTR.DE OBRAS PRIV.,"2200.000,00","119.645,66","488.517,66","1711.482,34","0,00",2017,4
1.01.00.01.00.11.001,derechos variables O p,"2000.000,00","114.725,66","444.137,66","1555.862,34","0,00",2017,4
1.01.00.01.00.11.002,DER OF FIJOS O PRIV,"200.000,00","4.920,00","44.380,00","155.620,00","0,00",2017,4
1.01.00.01.00.12.000,CONT.P/INSPECCION ELECTR. Y MECANICA,"4000.000,00","0,00","1464.966,28","2535.033,72","0,00",2017,4
1.01.00.01.00.14.000,DERECHOS DE OFICINA,"700.000,00","23.153,08","169.146,22","530.853,78","0,00",2017,4
1.01.00.01.00.14.001,RECUPERO DE GASTOS POR NOTIFICACIONES,"200.000,00","14.960,00","62.597,37","137.402,63","0,00",2017,4
1.01.00.01.00.14.002,OTROS DERECHOS DE OFICINA,"500.000,00","8.193,08","106.548,85","393.451,15","0,00",2017,4
1.01.00.01.00.14.003,Interes plan pago tarjeta credito,"0,00","0,00","0,00","0,00","0,00",2017,4
1.01.00.01.00.15.000,TASA P/SERVICIO DE REGISTRO CIVIL,"900.000,00","55.570,00","230.360,00","669.640,00","0,00",2017,4
1.01.00.01.00.16.000,OTROS TRIBUTOS,"50.000,00","3.620,75","11.639,78","38.360,22","0,00",2017,4
1.01.00.01.00.18.000,TRIBUTOS CORRESP. A EJERC. ANTERIORES,"15420.000,00","809.843,16","4653.011,13","10766.988,87","0,00",2017,4
1.01.00.01.00.18.001,comercio e industria,"400.000,00","19.622,28","275.355,87","124.644,13","0,00",2017,4
1.01.00.01.00.18.002,tasa a la propiedad ejer. anteriores,"10000.000,00","598.460,59","2732.344,13","7267.655,87","0,00",2017,4
1.01.00.01.00.18.003,Cont s/automotores ejerc nterior,"5000.000,00","191.760,29","1645.311,13","3354.688,87","0,00",2017,4
1.01.00.01.00.18.004,DEUDAS VARIAS ANTERIORES,"20.000,00","0,00","0,00","20.000,00","0,00",2017,4
1.01.00.01.00.19.000,CONTR.MUNICIP.S/AUTOMOTORES Y SIMILARES,"7000.000,00","359.206,63","3274.073,44","3725.926,56","0,00",2017,4
1.01.00.01.00.20.000,TASA DE INSP. SOBRE ESTRUCTURAS PORTANTES,"150.000,00","0,00","97.500,00","52.500,00","0,00",2017,4
1.01.00.02.00.00.000,OTROS INGRESOS DE JURIDICCION MUNICIPAL,"12650.000,00","158.896,80","1122.445,82","11527.554,18","0,00",2017,4
1.01.00.02.00.02.000,RENTAS QUE PRODUCE EL PATRIMONIO,"1230.000,00","76.921,53","383.492,98","846.507,02","0,00",2017,4
1.01.00.02.00.02.001,ALQUILER DE MAQUINARIAS,"10.000,00","0,00","0,00","10.000,00","0,00",2017,4
1.01.00.02.00.02.002,DIFERENCIA DE CAMBIO MONEDA EXTRANJERA,"10.000,00","0,00","0,00","10.000,00","0,00",2017,4
1.01.00.02.00.02.003,RECOLECCION DE PODA Y ESCOMBROS,"50.000,00","0,00","0,00","50.000,00","0,00",2017,4
1.01.00.02.00.02.004,RECOLECION DE RESIDUOS BARRIO 4 HOJAS,"1000.000,00","75.600,00","296.800,00","703.200,00","0,00",2017,4
1.01.00.02.00.02.005,PROVISION DE AGUA,"10.000,00","0,00","0,00","10.000,00","0,00",2017,4
1.01.00.02.00.02.006,OTROS INGRESOS,"100.000,00","1.321,53","86.692,98","13.307,02","0,00",2017,4
1.01.00.02.00.02.010,Registro Anulacion ordenes de pago,"50.000,00","0,00","0,00","50.000,00","0,00",2017,4
1.01.00.02.00.03.000,INGRESO CENTRO DE SALUD MUNICIPAL,"1400.000,00","31.632,00","414.879,00","985.121,00","0,00",2017,4
1.01.00.02.00.03.001,BONOS CENTRO DE SALUD,"1000.000,00","0,00","297.080,00","702.920,00","0,00",2017,4
1.01.00.02.00.03.002,Red Sanitaria,"200.000,00","16.872,00","83.599,00","116.401,00","0,00",2017,4
1.01.00.02.00.03.003,B.c.s. el talar,"200.000,00","14.760,00","34.200,00","165.800,00","0,00",2017,4
1.01.00.02.00.04.000,OFICINA ADMINISTRATIVA DE FALTAS,"620.000,00","14.170,00","86.394,25","533.605,75","0,00",2017,4
1.01.00.02.00.04.001,MULTAS SOBRE COMERCIO E INDUSTRIA,"20.000,00","0,00","0,00","20.000,00","0,00",2017,4
1.01.00.02.00.04.002,MULTAS DE OBRAS PRIVADAS,"100.000,00","0,00","0,00","100.000,00","0,00",2017,4
1.01.00.02.00.04.003,MULTAS DE TRANSITO,"100.000,00","0,00","0,00","100.000,00","0,00",2017,4
1.01.00.02.00.04.004,OTRAS MULTAS,"400.000,00","14.170,00","86.394,25","313.605,75","0,00",2017,4
1.01.00.02.00.05.000,CONTRIBUCION POR MEJORAS,"9200.000,00","4.320,00","15.322,00","9184.678,00","0,00",2017,4
1.01.00.02.00.05.001,CORDON CUNETA,"1000.000,00","0,00","0,00","1000.000,00","0,00",2017,4
1.01.00.02.00.05.002,OBRA GAS NATURAL,"7000.000,00","0,00","0,00","7000.000,00","0,00",2017,4
1.01.00.02.00.05.004,OBRA ALUMBRADO PUBLICO,"1200.000,00","4.320,00","15.322,00","1184.678,00","0,00",2017,4
1.01.00.02.00.06.000,"SUBENCIONES, DONACIONES Y LEGADOS","60.000,00","0,00","0,00","60.000,00","0,00",2017,4
1.01.00.02.00.06.001,DONACIONES POR PUBLICIDAD,"20.000,00","0,00","0,00","20.000,00","0,00",2017,4
1.01.00.02.00.06.002,OTRAS DONACIONES Y LEGADOS,"40.000,00","0,00","0,00","40.000,00","0,00",2017,4
1.01.00.02.00.07.000,EVENTUALES E IMPREVISTOS,"100.000,00","31.853,27","222.357,59","0,00","122.357,59",2017,4
1.01.00.02.00.08.000,INGRESO MUSEO A CIELO ABIERTO,"40.000,00","0,00","0,00","40.000,00","0,00",2017,4
1.02.00.00.00.00.000,DE OTRAS JURIDICCIONES,"63654.000,00","3558.087,77","18195.390,91","45458.609,09","0,00",2017,4
1.02.00.01.00.00.000,PARTICIPACION EN IMPUESTOS PCIALESY NAC.,"51954.000,00","3558.087,77","13882.710,91","38071.289,09","0,00",2017,4
1.02.00.01.00.02.000,COPARTICIP.IMPOSITIVA ANO ACTUAL,"40000.000,00","2909.689,59","9406.141,20","30593.858,80","0,00",2017,4
1.02.00.01.00.03.000,COPARTICIPACION IMPOSITIVA EJERC. ANTER.,"2000.000,00","0,00","1906.000,87","93.999,13","0,00",2017,4
1.02.00.01.00.04.000,INGRESOS FO.FIN.DES PROVINCIAL,"6000.000,00","374.429,98","1533.181,30","4466.818,70","0,00",2017,4
1.02.00.01.00.04.001,CONVENIO SALUD,"6000.000,00","374.429,98","1533.181,30","4466.818,70","0,00",2017,4
1.02.00.01.00.05.000,FONDO DESCENTRALIZACION ANOS ANTERIORES,"250.000,00","0,00","0,00","250.000,00","0,00",2017,4
1.02.00.01.00.06.000,FONDO FEDERAL SOLIDARIO,"2000.000,00","114.062,48","466.938,02","1533.061,98","0,00",2017,4
1.02.00.01.00.07.000,Fondo Mant (FODEEMEP),"250.000,00","0,00","36.658,54","213.341,46","0,00",2017,4
1.02.00.01.00.08.000,Obra Agua Valle del Sol,"0,00","0,00","0,00","0,00","0,00",2017,4
1.02.00.01.00.09.000,Ingresos FASAMU,"1400.000,00","104.539,74","478.425,00","921.575,00","0,00",2017,4
1.02.00.01.00.10.000,FOMMEP,"54.000,00","55.365,98","55.365,98","0,00","1.365,98",2017,4
1.02.00.02.00.00.000,APORTES NO REINTEGRABLES,"7000.000,00","0,00","2655.000,00","4345.000,00","0,00",2017,4
1.02.00.02.00.02.000,SUBVENCIONES Y SUBSIDIOS PCIALES. Y NAC.,"3000.000,00","0,00","655.000,00","2345.000,00","0,00",2017,4
1.02.00.02.00.03.000,tranferencia fondo guarderia municipal,"0,00","0,00","0,00","0,00","0,00",2017,4
1.02.00.02.00.04.000,Catastrofe Climatologica,"4000.000,00","0,00","2000.000,00","2000.000,00","0,00",2017,4
1.02.00.03.00.00.000,OTROS INGRESOS DE OTRAS JURIDICCION,"4700.000,00","0,00","1657.680,00","3042.320,00","0,00",2017,4
1.02.00.03.00.05.000,OBRAS CONVENIOOS - GOBIERNO DE PCIA,"1500.000,00","0,00","0,00","1500.000,00","0,00",2017,4
1.02.00.03.00.06.000,OBRAS CONVENIOS- GOBIERNO DE LA NACION,"1500.000,00","0,00","0,00","1500.000,00","0,00",2017,4
1.02.00.03.00.07.000,PLAN VIVIENDA FEDERAL II HOGAR CLASE MEDIA,"0,00","0,00","0,00","0,00","0,00",2017,4
1.02.00.03.00.08.000,INGRESOS PLAN SUMAR,"50.000,00","0,00","7.680,00","42.320,00","0,00",2017,4
1.02.00.03.00.09.000,F.D.URBANO C.C. V DEL SOL,"1650.000,00","0,00","1650.000,00","0,00","0,00",2017,4
1.02.00.03.00.10.000,Fondo desarrollo urbano 2017,"0,00","0,00","0,00","0,00","0,00",2017,4
2.00.00.00.00.00.000,INGRESOS DE CAPITAL,"5245.000,00","176.250,00","738.750,00","4506.250,00","0,00",2017,4
2.01.00.00.00.00.000,USO DEL CREDITO,"1045.000,00","0,00","0,00","1045.000,00","0,00",2017,4
2.01.00.01.00.00.000,DE INSTITUCIONES BANCARIAS,"1045.000,00","0,00","0,00","1045.000,00","0,00",2017,4
2.01.00.01.00.01.000,BCO. bancor,"20.000,00","0,00","0,00","20.000,00","0,00",2017,4
