codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar,anio,mes
1.01.02.17.07.00.000,VARIOS DE SEGURIDAD CIUDADANA,"50.000,00","6.672,33","30.204,13","19.795,87","4.781,10","25.601,90","4.602,23",2017,7
1.01.02.18.01.00.000,ALIMENTOS,"145.000,00","15.104,25","43.710,15","101.289,85","12.094,30","18.953,20","24.756,95",2017,7
1.01.02.19.01.00.000,ALIMENTOS,"280.000,00","11.327,05","197.179,58","82.820,42","62.760,78","165.591,33","31.588,25",2017,7
1.01.02.20.00.00.000,CONSUMO AREA DE AMBIENTE,"30.000,00","2.494,98","25.119,94","4.880,06","2.017,22","19.754,98","5.364,96",2017,7
1.01.02.21.01.00.000,Combustible defensa civil,"20.000,00","799,99","799,99","19.200,01","0,00","0,00","799,99",2017,7
1.01.02.21.02.00.000,Respuestos Defensa civil,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,7
1.01.02.21.03.00.000,Insumos Defensa civil,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,7
1.01.02.21.04.00.000,Adq cubiertas y camaras defensa civil,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,7
1.01.02.21.05.00.000,varios defensa civil,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,7
1.01.03.00.00.00.000,SERVICIOS,"20636.000,00","1238.136,37","13776.567,62","6859.432,38","1448.530,58","11397.977,95","2378.589,67",2017,7
1.01.03.01.01.00.000,EDIFICIO MUNICIPAL,"43.000,00","1.164,50","14.197,21","28.802,79","4.341,01","13.032,71","1.164,50",2017,7
1.01.03.01.02.00.000,SEGURIDAD CIUDADANA,"7.000,00","0,00","412,09","6.587,91","0,00","412,09","0,00",2017,7
1.01.03.01.04.00.000,GUARDERIA MUNICIPAL,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,7
1.01.03.01.05.00.000,SALON CULTURAL,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00",2017,7
1.01.03.01.07.00.000,OFICINA DE FALTAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,7
1.01.03.02.01.00.000,GASTOS DE PEAJE,"10.000,00","350,00","5.543,70","4.456,30","50,00","5.193,70","350,00",2017,7
1.01.03.02.02.00.000,PAGO DE CUIS,"20.000,00","0,00","2.332,00","17.668,00","2.332,00","2.332,00","0,00",2017,7
1.01.03.02.03.00.000,ESTACIONAMIENTO Y REMISES,"37.000,00","1.753,90","16.312,00","20.688,00","563,10","14.016,00","2.296,00",2017,7
1.01.03.02.04.00.000,FLETES Y TRASLADOS,"36.000,00","1.000,00","22.138,00","13.862,00","0,00","21.138,00","1.000,00",2017,7
1.01.03.02.05.00.000,VARIOS,"69.000,00","15.470,07","60.405,66","8.594,34","0,00","44.935,59","15.470,07",2017,7
1.01.03.03.01.00.000,EDIFICIO MUNICIPAL,"750.000,00","55.746,33","539.554,60","210.445,40","85.697,48","206.413,78","333.140,82",2017,7
1.01.03.03.02.00.000,SEGURIDAD CIUDADANA,"15.000,00","362,86","1.736,38","13.263,62","0,00","1.373,52","362,86",2017,7
1.01.03.03.04.00.000,GUARDERIA MUNICIPAL,"8.000,00","1.923,08","5.768,17","2.231,83","0,00","3.845,09","1.923,08",2017,7
1.01.03.03.05.00.000,SALON CULTURAL,"20.000,00","1.942,87","5.800,92","14.199,08","0,00","3.858,05","1.942,87",2017,7
1.01.03.03.07.00.000,OFICINA DE FALTAS,"145.000,00","0,00","27.044,00","117.956,00","0,00","6.464,00","20.580,00",2017,7
1.01.03.04.00.00.000,PUBLICACIONES Y PROPAGANDA,"815.000,00","92.800,00","455.855,55","359.144,45","46.058,54","254.932,29","200.923,26",2017,7
1.01.03.05.01.00.000,SEGUROS VEHICULOS MAQ. Y ED. MUNICIPALES,"400.000,00","40.375,86","265.612,67","134.387,33","157,00","225.393,81","40.218,86",2017,7
1.01.03.05.02.00.000,DEBITOS BANCARIOS Y COMISIONES,"300.000,00","136.831,36","165.310,31","134.689,69","139.894,84","165.310,31","0,00",2017,7
1.01.03.05.03.00.000,COMISIONES Y TIMBRADOS,"500.000,00","125.288,84","361.738,26","138.261,74","21.580,00","248.009,42","113.728,84",2017,7
1.01.03.06.01.00.000,ALQUILERES DE MAQUINARIAS VIALES,"830.000,00","27.250,00","786.300,00","43.700,00","8.575,00","687.050,00","99.250,00",2017,7
1.01.03.06.02.00.000,ALQUILER DE CAMIONES,"1450.000,00","145.755,00","1057.405,00","392.595,00","102.770,00","650.845,00","406.560,00",2017,7
1.01.03.06.03.00.000,ALQUILER INM. CORREA ARGENTINO,"65.000,00","6.000,00","42.000,00","23.000,00","6.000,00","42.000,00","0,00",2017,7
1.01.03.06.04.00.000,ALQUILER DE INM muca,"40.000,00","8.912,00","17.226,00","22.774,00","4.021,00","12.335,00","4.891,00",2017,7
1.01.03.06.05.00.000,ALQUILER DE predio deposito de ramas,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00",2017,7
1.01.03.06.06.00.000,ALQUILER DE IMPLEMENTO PARA EVENTOS,"78.000,00","1.390,00","25.145,00","52.855,00","6.050,00","23.005,00","2.140,00",2017,7
1.01.03.06.07.00.000,OTROS ALQUILERES,"231.000,00","3.872,00","105.908,36","125.091,64","2.000,00","53.539,01","52.369,35",2017,7
1.01.03.07.01.00.000,Gastos judiciales - MUltas,"150.000,00","0,00","4.418,79","145.581,21","0,00","4.418,79","0,00",2017,7
1.01.03.07.02.00.000,honorarios procuracion,"700.000,00","0,00","301.424,71","398.575,29","0,00","143.614,56","157.810,15",2017,7
1.01.03.08.00.00.000,VIATICOS Y MOVILIDAD,"120.000,00","15.357,96","56.504,52","63.495,48","3.275,00","43.036,56","13.467,96",2017,7
1.01.03.09.00.00.000,"ESTUDIO,INVESTIGACION Y ASIST. TECNICA","460.000,00","69.200,00","443.840,88","16.159,12","28.500,00","338.060,88","105.780,00",2017,7
1.01.03.10.01.00.000,IMPRESION DE CEDULONES Y FORMULARIOS VARIOS,"250.000,00","8.200,00","93.050,00","156.950,00","0,00","64.450,00","28.600,00",2017,7
1.01.03.10.02.00.000,INSUMOS DE LICENCIAS,"200.000,00","16.445,00","127.554,50","72.445,50","0,00","111.109,50","16.445,00",2017,7
1.01.03.10.03.00.000,IMPRESION DE CERTIFICADOS DE TALLERES,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,7
1.01.03.10.04.00.000,PASACALLES Y CARTELES,"60.000,00","0,00","26.100,00","33.900,00","0,00","26.100,00","0,00",2017,7
1.01.03.10.05.00.000,IMPRESIONES VARIAS,"120.000,00","36.216,00","88.878,00","31.122,00","7.416,00","44.187,00","44.691,00",2017,7
1.01.03.11.01.00.000,PALA CARGADORA MUNICIPAL,"60.000,00","2.450,00","10.350,00","49.650,00","0,00","7.900,00","2.450,00",2017,7
1.01.03.11.02.00.000,MOTONIVELADORA MUNICIPAL (2),"85.000,00","700,00","15.180,00","69.820,00","0,00","10.580,00","4.600,00",2017,7
1.01.03.11.03.00.000,CAMION FORD 14000,"60.000,00","1.500,00","8.200,00","51.800,00","2.200,00","8.200,00","0,00",2017,7
1.01.03.11.04.00.000,FORD RANGER,"30.000,00","0,00","3.900,00","26.100,00","0,00","3.780,00","120,00",2017,7
1.01.03.11.05.00.000,FIAT FIORINO (GOBIERNO),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,7
1.01.03.11.06.00.000,RENAULT EXPRESS (COMPRAS),"30.000,00","0,00","10.850,00","19.150,00","10.590,00","10.850,00","0,00",2017,7
1.01.03.11.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","9.550,00","13.250,00","16.750,00","0,00","3.700,00","9.550,00",2017,7
1.01.03.11.08.00.000,CAMION COMPACTADOR (RECOLCT. DE RESIDUOS),"80.000,00","4.300,00","20.450,00","59.550,00","1.100,00","15.800,00","4.650,00",2017,7
1.01.03.11.09.00.000,TRACTOR HANOMAG0,"10.000,00","0,00","5.032,01","4.967,99","0,00","5.032,01","0,00",2017,7
1.01.03.11.10.00.000,FORD F100 HIDROELEVADOR (ALUMBRADO),"60.000,00","4.100,00","33.838,58","26.161,42","0,00","27.538,58","6.300,00",2017,7
1.01.03.11.11.00.000,RENAULT MASTER,"30.000,00","50,00","10.900,00","19.100,00","0,00","10.850,00","50,00",2017,7
1.01.03.11.12.00.000,CAMION SCANIA (AGUA),"50.000,00","0,00","16.438,00","33.562,00","0,00","16.438,00","0,00",2017,7
1.01.03.11.13.00.000,RENAULT KANGO (espacios verdes),"20.000,00","3.207,00","9.107,00","10.893,00","0,00","5.900,00","3.207,00",2017,7
1.01.03.11.14.00.000,Renaulet Kango (medio ambente),"15.000,00","2.850,00","12.100,00","2.900,00","0,00","9.250,00","2.850,00",2017,7
1.01.03.11.15.00.000,Ford F 100 (servicios publicos),"15.000,00","0,00","11.000,00","4.000,00","3.500,00","11.000,00","0,00",2017,7
1.01.03.11.16.00.000,Reparacion Maq (espacios verdes),"15.000,00","1.000,00","2.580,00","12.420,00","0,00","1.580,00","1.000,00",2017,7
1.01.03.11.17.00.000,otros vehiculos,"50.000,00","0,00","1.350,00","48.650,00","0,00","1.350,00","0,00",2017,7
1.01.03.12.01.00.000,SERV. RECOLECC. Y TRASLADOS DE RESIDUOS,"2400.000,00","0,00","1338.400,00","1061.600,00","220.000,00","1338.400,00","0,00",2017,7
1.01.03.12.02.00.000,SERVICIOS PUBLICOS VARIOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,7
1.01.03.13.00.00.000,ALUMBRADO PUBLICO,"3220.000,00","236.812,50","3113.996,50","106.003,50","552.818,00","2877.184,00","236.812,50",2017,7
1.01.03.14.00.00.000,"PREMIOS, ADHESIONES Y OTROS SIMILARES","15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,7
1.01.03.15.00.00.000,HOMENAJES Y CORTESIAS,"180.000,00","2.755,00","105.416,44","74.583,56","12.730,50","92.170,44","13.246,00",2017,7
1.01.03.16.00.00.000,OTROS SERVICIOS,"800.000,00","135.958,24","765.000,45","34.999,55","52.126,50","567.707,71","197.292,74",2017,7
1.01.03.17.00.00.000,DEUDAS POR SERVICIOS EJERCICIOS ANTERIORES,"3500.000,00","0,00","2969.419,47","530.580,53","119.271,61","2819.514,66","149.904,81",2017,7
1.01.03.18.00.00.000,CREDITO ADICIONAL P/ REFUERZO DE PARTIDA,"610.000,00","0,00","0,00","610.000,00","0,00","0,00","0,00",2017,7
1.01.03.22.01.00.000,REPARACIONES VEHICULOS SEG. CIUDADANA,"70.000,00","2.910,00","43.546,38","26.453,62","2.200,00","31.962,38","11.584,00",2017,7
1.01.03.22.02.00.000,HOMENAJES Y CORTESIAS SEG. CIUDADANIA,"20.000,00","1.386,00","5.839,30","14.160,70","1.578,00","4.512,30","1.327,00",2017,7
1.01.03.22.03.00.000,OTROS SERVICIOS SEG. CIUDADANA,"50.000,00","6.000,00","33.839,60","16.160,40","1.135,00","27.839,60","6.000,00",2017,7
1.01.03.23.01.00.000,DISTRIBUCION DE AGUA,"140.000,00","0,00","0,00","140.000,00","0,00","0,00","0,00",2017,7
1.01.03.23.02.00.000,RIEGO DE CALLES,"280.000,00","9.000,00","20.000,00","260.000,00","0,00","6.800,00","13.200,00",2017,7
1.01.03.24.00.00.000,OTROS SERVICIOS NO PERSONAL,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,7
1.01.03.25.01.00.000,Reparacion vehiculos efensa civil,"30.000,00","0,00","4.340,00","25.660,00","0,00","0,00","4.340,00",2017,7
1.01.03.25.02.00.000,Serv Personal Def Civil,"60.000,00","0,00","45.000,00","15.000,00","0,00","0,00","45.000,00",2017,7
1.01.03.25.03.00.000,Otros Servicios Defensa Civil,"10.000,00","0,00","1.726,61","8.273,39","0,00","1.726,61","0,00",2017,7
1.01.03.26.00.00.000,Servicios Area Ambiente,"30.000,00","0,00","20.000,00","10.000,00","0,00","20.000,00","0,00",2017,7
1.02.00.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"535.000,00","38.955,65","312.428,38","222.571,62","45.216,72","273.472,73","38.955,65",2017,7
1.02.04.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"535.000,00","38.955,65","312.428,38","222.571,62","45.216,72","273.472,73","38.955,65",2017,7
1.02.04.02.00.00.000,CON ORG. PCIALES. BCO. PCIA. DE Y/O macro,"30.000,00","0,00","29.598,63","401,37","29.598,63","29.598,63","0,00",2017,7
1.02.04.04.00.00.000,CON OTROS ORGANISMOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,7
1.02.04.05.00.00.000,DIFER. CAMBIO MONEDA EXTRANJERA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,7
1.02.04.06.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"80.000,00","0,00","0,00","80.000,00","0,00","0,00","0,00",2017,7
1.02.04.08.00.00.000,APORTES 1% FONDO PERMANENTE,"400.000,00","38.955,65","282.829,75","117.170,25","15.618,09","243.874,10","38.955,65",2017,7
1.03.00.00.00.00.000,TRANSFERENCIAS,"14772.000,00","698.444,61","6148.570,80","8623.429,20","565.126,45","5281.952,20","866.618,60",2017,7
1.03.05.00.00.00.000,TRANSF.P/FINANCIAN EROGAC.CORRIENTES,"14772.000,00","698.444,61","6148.570,80","8623.429,20","565.126,45","5281.952,20","866.618,60",2017,7
1.03.05.01.01.00.000,"0,5% APORTE ENTE DE COOPERACION RECIPROCA","200.000,00","19.477,82","141.414,88","58.585,12","7.809,04","121.937,06","19.477,82",2017,7
1.03.05.01.02.00.000,a entes intercomunales,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,7
1.03.05.01.04.00.000,OTROS DE SECTOR PUBLICO,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,7
1.03.05.01.05.00.000,CONSERVACION DE FLORA Y FAUNA,"20.000,00","0,00","16.355,00","3.645,00","4.650,00","11.375,00","4.980,00",2017,7
1.03.05.01.07.01.000,FOMMEP,"54.000,00","0,00","0,00","54.000,00","0,00","0,00","0,00",2017,7
1.03.05.01.07.02.000,Otros gastos Policia,"30.000,00","5.540,00","23.850,00","6.150,00","1.200,00","14.500,00","9.350,00",2017,7
1.03.05.01.08.00.000,SUBSIDIOS A INSTITUCIONES LOCALES,"120.000,00","19.860,00","77.360,00","42.640,00","0,00","57.500,00","19.860,00",2017,7
1.03.05.02.01.00.000,Asistencia sectores carenciados,"300.000,00","34.361,05","205.852,11","94.147,89","59.770,04","159.785,64","46.066,47",2017,7
1.03.05.02.02.00.000,SERV. FUNEBRE Y COMPRA DE ATAUDES,"60.000,00","0,00","40.350,00","19.650,00","0,00","40.350,00","0,00",2017,7
1.03.05.02.03.00.000,SUBVENCIONES Y SUBSIDIOS,"441.000,00","44.095,00","344.612,44","96.387,56","8.210,00","227.620,69","116.991,75",2017,7
1.03.05.02.03.01.000,SUBSIDIOS VARIOS,"420.000,00","24.095,00","324.012,44","95.987,56","8.210,00","227.020,69","96.991,75",2017,7
1.03.05.02.03.01.001,BECAS POR ESTUDIOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,7
1.03.05.02.03.01.002,OTROS SUBSIDIOS,"300.000,00","13.025,00","249.168,44","50.831,56","4.630,00","165.696,69","83.471,75",2017,7
1.03.05.02.03.01.003,AYUDA ECONOMICA,"100.000,00","11.070,00","74.844,00","25.156,00","3.580,00","61.324,00","13.520,00",2017,7
1.03.05.02.03.02.000,SUBSIDIOS BOMBEROS VOLUNTARIOS,"21.000,00","20.000,00","20.600,00","400,00","0,00","600,00","20.000,00",2017,7
1.03.05.02.04.00.000,GASTOS DEPORTIVOS Y RECREACION,"1030.000,00","7.403,00","247.715,22","782.284,78","4.618,00","226.843,22","20.872,00",2017,7
1.03.05.02.04.01.000,FIESTAS PATRONALES,"300.000,00","2.383,00","2.383,00","297.617,00","0,00","0,00","2.383,00",2017,7
1.03.05.02.04.02.000,CARNAVALES INFANTILES,"350.000,00","0,00","0,00","350.000,00","0,00","0,00","0,00",2017,7
1.03.05.02.04.03.000,FIESTA DIA DE LA MADRE,"30.000,00","0,00","3.934,00","26.066,00","0,00","3.934,00","0,00",2017,7
1.03.05.02.04.04.000,OTROS EVENTOS DE RECREACION,"50.000,00","0,00","16.075,95","33.924,05","4.300,00","15.641,95","434,00",2017,7
1.03.05.02.04.05.000,"GASTOS DEPORTIVOS (FUTBOL, HOCKEY, VOLEY, ETC","100.000,00","5.020,00","46.762,82","53.237,18","318,00","28.707,82","18.055,00",2017,7
1.03.05.02.04.06.000,ESCUELAS MUNICIPALES DE VERANO E INVIERNO,"200.000,00","0,00","178.559,45","21.440,55","0,00","178.559,45","0,00",2017,7
1.03.05.02.05.00.000,GASTOS CULTURALES,"310.000,00","23.611,00","211.822,96","98.177,04","3.700,00","173.951,96","37.871,00",2017,7
1.03.05.02.05.01.000,MUSEO A CIELO ABIERTO,"150.000,00","0,00","90.319,78","59.680,22","2.500,00","74.859,78","15.460,00",2017,7
1.03.05.02.05.02.000,JORNADAS Y EVENTOS CULTURALES,"160.000,00","23.611,00","121.503,18","38.496,82","1.200,00","99.092,18","22.411,00",2017,7
1.03.05.02.06.00.000,OTROS,"110.000,00","4.597,79","34.586,95","75.413,05","8.818,94","26.036,60","8.550,35",2017,7
1.03.05.02.06.01.000,DEVOLUCIONES TASA A LA PROPIEDAD,"30.000,00","0,00","15.248,75","14.751,25","7.645,26","13.859,69","1.389,06",2017,7
1.03.05.02.06.02.000,DEVOLUCIONES IMPUESTOS A LOS AUTOMOTORES,"25.000,00","4.350,59","17.421,00","7.579,00","1.173,68","11.536,91","5.884,09",2017,7
1.03.05.02.06.03.000,DEVOLUCIONES VARIAS,"5.000,00","247,20","1.917,20","3.082,80","0,00","640,00","1.277,20",2017,7
1.03.05.02.06.04.000,DEVOLUCION CONVENIO GAS ORD. 558/2011,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,7
1.03.05.02.07.00.000,CREDITO ADICIONAL PARA ESFUERZO DE PARTIDA,"1004.000,00","0,00","0,00","1004.000,00","0,00","0,00","0,00",2017,7
1.03.05.02.08.00.000,EGRESOS PLAN SUMAR,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,7
1.03.05.02.09.00.000,PROGRAMAS DE EMPLEOS MUNICIPALES,"6000.000,00","539.498,95","2381.280,82","3618.719,18","466.350,43","1842.781,87","538.498,95",2017,7
1.03.05.02.10.00.000,CONCEJO MUNICIPAL DE LA MUJER,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00",2017,7
1.03.05.02.11.00.000,DEUDAS EJERCICIOS ANTERIORES,"5000.000,00","0,00","2423.370,42","2576.629,58","0,00","2379.270,16","44.100,26",2017,7
2.00.00.00.00.00.000,EROGACIONES DE CAPITAL,"51181.000,00","2334.221,20","17038.101,24","34142.898,76","1040.472,40","13892.671,10","3145.430,14",2017,7
2.01.00.00.00.00.000,INVERSION FISICA,"31556.000,00","1256.438,64","6290.156,71","25265.843,29","557.985,95","4831.266,41","1458.890,30",2017,7
2.01.07.00.00.00.000,BIENES DE CAPITAL,"4670.000,00","852.403,17","3281.066,87","1388.933,13","236.582,10","2533.014,75","748.052,12",2017,7
2.01.07.01.00.00.000,MAQUINARIAS Y EQUIPOS,"1730.000,00","851.458,17","1702.104,47","27.895,53","236.402,10","968.847,35","733.257,12",2017,7
2.01.07.02.00.00.000,MUEBLES Y EQUIPO DE OFICINA,"200.000,00","195,00","87.503,22","112.496,78","0,00","73.278,22","14.225,00",2017,7
2.01.07.03.00.00.000,MEDIOS DE TRANSPORTE,"1350.000,00","0,00","1349.000,00","1.000,00","0,00","1349.000,00","0,00",2017,7
2.01.07.05.00.00.000,COLECCIONES Y ELEMENTOS PARA BIBLIOTECA Y MS.,"20.000,00","0,00","1.000,00","19.000,00","0,00","1.000,00","0,00",2017,7
2.01.07.06.00.00.000,HERRAMIENTAS Y SIMILARES,"50.000,00","750,00","49.985,41","14,59","180,00","49.415,41","570,00",2017,7
2.01.07.07.00.00.000,TERRENOS,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,7
2.01.07.09.01.00.000,BIENES DE CAPITAL SEGURIDAD CIUDADANA,"60.000,00","0,00","45.805,86","14.194,14","0,00","45.805,86","0,00",2017,7
2.01.07.09.03.00.000,OTROS BIENES DE CAPITAL,"50.000,00","0,00","39.817,91","10.182,09","0,00","39.817,91","0,00",2017,7
2.01.07.10.00.00.000,DEUDAS P/BIENES DE CAPITAL EJ.ANT.,"100.000,00","0,00","5.850,00","94.150,00","0,00","5.850,00","0,00",2017,7
2.01.07.11.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"1100.000,00","0,00","0,00","1100.000,00","0,00","0,00","0,00",2017,7
2.01.08.00.00.00.000,TRABAJOS PUBLICOS,"26886.000,00","404.035,47","3009.089,84","23876.910,16","321.403,85","2298.251,66","710.838,18",2017,7
2.01.08.01.02.00.000,POR ADMINISTRACION,"26886.000,00","404.035,47","3009.089,84","23876.910,16","321.403,85","2298.251,66","710.838,18",2017,7
2.01.08.01.02.01.000,OBRA:Alumbrado Publico (cont por mejoras),"400.000,00","0,00","17.681,44","382.318,56","0,00","17.681,44","0,00",2017,7
2.01.08.01.02.02.000,obra cordon cuneta (cont por mejoras),"1000.000,00","0,00","0,00","1000.000,00","0,00","0,00","0,00",2017,7
2.01.08.01.02.04.000,OBRA:Polideportivo centro (mant e intalacione,"300.000,00","932,00","2.712,00","297.288,00","1.780,00","1.780,00","932,00",2017,7
2.01.08.01.02.05.000,OBRA:Mantenimiento Salon Municipal,"250.000,00","0,00","23.525,00","226.475,00","0,00","23.525,00","0,00",2017,7
2.01.08.01.02.06.000,OBRA:Mejoramiento Espacios Verdes,"1350.000,00","132.586,40","1250.142,29","99.857,71","183.589,44","955.443,77","294.698,52",2017,7
2.01.08.01.02.07.000,OBRA:Mantenimineto de Calles en general,"2700.000,00","13.689,33","182.933,91","2517.066,09","11.323,70","70.968,28","111.965,63",2017,7
2.01.08.01.02.08.000,OBRA:Mantenimiento Y Mej Edif Pub Municipales,"490.000,00","18.259,81","275.045,28","214.954,72","33.427,35","247.896,19","27.149,09",2017,7
2.01.08.01.02.08.002,Obra:Mantenimiento y Mej Edif Seg Ciud.,"90.000,00","808,80","2.964,25","87.035,75","996,80","2.864,25","100,00",2017,7
2.01.08.01.02.08.003,Obra:Mant y Mej. Otros Edif Municipales,"150.000,00","5.379,83","51.997,25","98.002,75","9.007,69","39.772,25","12.225,00",2017,7
2.01.08.01.02.08.004,Obra:Mantenimiento y Mejora Sede Edif Munic.,"250.000,00","12.071,18","220.083,78","29.916,22","23.422,86","205.259,69","14.824,09",2017,7
2.01.08.01.02.09.000,OBRA: Mantenimiento Alumbrado Publico,"1100.000,00","105.810,54","324.810,53","775.189,47","68.576,76","218.388,94","106.421,59",2017,7
2.01.08.01.02.11.000,OBRA Mantenim.y mejoras de otros edif locales,"100.000,00","0,00","4.323,00","95.677,00","0,00","4.323,00","0,00",2017,7
2.01.08.01.02.12.000,OBRA costanera municipal etapa II,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,7
2.01.08.01.02.13.000,Obras Menores,"800.000,00","19.800,00","403.023,84","396.976,16","15.104,60","371.223,84","31.800,00",2017,7
2.01.08.01.02.14.000,Deudas de Obras Ejercicio Anterior,"1150.000,00","0,00","364.732,82","785.267,18","0,00","349.663,17","15.069,65",2017,7
2.01.08.01.02.16.000,Obra:Gas Nat(B. Centro.Cig.Valle Sol.M.Golf),"7000.000,00","0,00","0,00","7000.000,00","0,00","0,00","0,00",2017,7
2.01.08.01.02.17.000,obra Playon Deportivo L.LUGONES (EL TALAR),"100.000,00","53.921,18","61.929,18","38.070,82","7.158,00","8.008,00","53.921,18",2017,7
2.01.08.01.02.18.000,obra Convenio Gobierno de la Provincia,"26.000,00","0,00","0,00","26.000,00","0,00","0,00","0,00",2017,7
2.01.08.01.02.19.000,OBRAS Convenios - Gobierno de la Nacion,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,7
2.01.08.01.02.20.000,Obra Fondo Fderal Solidario,"1500.000,00","35.041,50","35.041,50","1464.958,50","0,00","0,00","35.041,50",2017,7
2.01.08.01.02.21.000,Obra Mantenimiento escuelas(FOMEDEEP),"250.000,00","7.402,71","26.597,05","223.402,95","444,00","9.350,03","17.247,02",2017,7
